#id	length	evalue	coverge	probability	score
cluster_219#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.7e-154	100.0	1.0	1.65
cluster_219#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	1e-18	100.0	0.93	0.8
cluster_221#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	9.5e-18	100.0	0.93	0.76
cluster_221#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	6.7e-146	100.0	0.99	1.55
cluster_221#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	5.7e-61	100.0	0.97	1.37
cluster_221#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.7e-93	100.0	1.0	1.76
cluster_221#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.7e-23	100.0	1.0	1.02
cluster_221#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	1.8e-30	100.0	0.99	0.85
cluster_222#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	2.9e-18	100.0	0.94	0.78
cluster_222#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.4e-152	100.0	1.0	1.62
cluster_222#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.7e-63	100.0	1.0	1.42
cluster_222#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.2e-94	100.0	1.0	1.77
cluster_222#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	40	1.2e-11	52.7	0.96	0.52
cluster_222#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	1.2e-29	100.0	0.99	0.83
cluster_229#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.6e-58	100.0	1.0	1.48
cluster_229#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	3.2e-113	100.0	0.98	1.44
cluster_229#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	3.9e-78	100.0	0.95	1.29
cluster_229#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	8.6e-16	100.0	0.98	0.75
cluster_229#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	111	8.9e-22	94.5	0.96	0.78
cluster_230#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	6.9e-31	100.0	0.99	0.86
cluster_230#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.9e-23	100.0	1.0	1.02
cluster_230#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.1e-93	100.0	1.0	1.77
cluster_230#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.9e-65	100.0	1.0	1.47
cluster_230#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	2.9e-153	100.0	1.0	1.63
cluster_230#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	2.3e-17	100.0	0.93	0.75
cluster_232#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	5.8e-25	100.0	0.95	0.7
cluster_232#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.7e-24	100.0	1.0	1.06
cluster_232#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.5e-76	100.0	0.98	1.44
cluster_232#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.8e-51	100.0	0.96	1.16
cluster_232#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.4e-140	100.0	1.0	1.5
cluster_232#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	2.2e-14	100.0	0.94	0.62
cluster_233#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.6e-57	100.0	0.98	1.45
cluster_233#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	1.1e-103	100.0	0.95	1.32
cluster_233#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	119	8.5e-47	61.4	0.98	0.78
cluster_233#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	2.7e-23	100.0	0.99	1.1
cluster_233#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	111	5.4e-23	95.6	0.97	0.82
cluster_234#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	1.6e-27	100.0	0.95	0.77
cluster_234#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.9e-25	100.0	0.99	1.11
cluster_234#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	8.7e-91	100.0	1.0	1.71
cluster_234#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	8.7e-70	100.0	1.0	1.57
cluster_234#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	2e-154	100.0	1.0	1.64
cluster_234#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	1.5e-21	98.7	0.92	0.92
cluster_235#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	6.6e-59	100.0	0.99	1.52
cluster_235#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	257	2.7e-127	100.0	0.99	1.6
cluster_235#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	3.7e-84	100.0	0.97	1.39
cluster_235#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	5.5e-30	100.0	1.0	1.35
cluster_235#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	8e-30	96.7	0.98	1.07
cluster_239#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	7.3e-25	100.0	0.98	0.7
cluster_239#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	60	1.1e-12	73.0	0.96	0.56
cluster_239#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	8.2e-77	100.0	0.98	1.45
cluster_239#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	140	1.5e-51	100.0	0.96	1.16
cluster_239#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	273	2.1e-101	85.7	0.95	1.08
cluster_239#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	9.1e-17	100.0	0.94	0.72
cluster_240#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	1.2e-27	100.0	0.95	0.77
cluster_240#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.9e-24	100.0	1.0	1.06
cluster_240#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	169	3.6e-72	96.0	0.95	1.36
cluster_240#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	120	7.1e-38	80.0	0.94	0.85
cluster_240#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	4.4e-142	100.0	1.0	1.51
cluster_240#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	9.7e-13	100.0	0.94	0.55
cluster_241#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	305	3.4e-151	98.1	0.99	1.61
cluster_241#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	144	1.1e-67	95.2	0.99	1.52
cluster_241#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	2.5e-98	100.0	1.0	1.85
cluster_241#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	74	7.9e-24	98.7	0.96	1.03
cluster_241#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	2.6e-50	100.0	1.0	1.26
cluster_242#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	305	3.9e-154	98.1	0.99	1.64
cluster_242#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	4.2e-71	100.0	1.0	1.6
cluster_242#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	6.9e-98	100.0	1.0	1.84
cluster_242#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	76	6.2e-30	100.0	0.99	1.29
cluster_242#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	1.2e-47	100.0	1.0	1.19
cluster_244#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	305	4.3e-152	98.1	0.99	1.62
cluster_244#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	2.2e-71	100.0	0.99	1.6
cluster_244#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	1.6e-97	100.0	1.0	1.84
cluster_244#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	76	1.7e-27	100.0	0.99	1.19
cluster_244#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	4.1e-47	100.0	0.99	1.18
cluster_245#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	2.7e-25	100.0	0.97	0.71
cluster_245#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	7.8e-28	100.0	1.0	1.22
cluster_245#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	8.1e-91	100.0	1.0	1.71
cluster_245#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.3e-71	100.0	1.0	1.6
cluster_245#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	2.5e-150	100.0	1.0	1.6
cluster_245#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	1.8e-22	100.0	0.92	0.96
cluster_246#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	69	6.3e-08	100.0	0.88	0.35
cluster_246#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	4.2e-148	99.0	1.0	1.58
cluster_246#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	5.7e-53	100.0	0.98	1.19
cluster_246#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	8.5e-92	100.0	1.0	1.73
cluster_246#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.9e-21	100.0	1.0	0.93
cluster_246#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	109	1.9e-17	92.3	0.96	0.49
cluster_249#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	112	2.7e-16	100.0	0.94	0.46
cluster_249#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	64	6.5e-16	82.4	0.96	0.7
cluster_249#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	170	5.3e-82	97.7	0.99	1.55
cluster_249#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	143	7.4e-45	98.6	0.98	1.01
cluster_249#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	197	7.9e-89	60.4	0.98	0.95
cluster_249#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	56	7.4e-07	77.6	0.86	0.3
cluster_254#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	3e-28	100.0	0.99	0.79
cluster_254#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	63	7.1e-16	75.7	0.97	0.7
cluster_254#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	5.6e-91	100.0	1.0	1.71
cluster_254#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	7.5e-65	100.0	1.0	1.46
cluster_254#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	2.1e-152	100.0	1.0	1.62
cluster_254#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	1.2e-16	100.0	0.96	0.72
cluster_255#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	1.7e-20	98.7	0.92	0.88
cluster_255#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	5.7e-133	100.0	0.97	1.42
cluster_255#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	72	1.9e-31	49.0	0.98	0.71
cluster_255#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	6.1e-90	100.0	1.0	1.69
cluster_255#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-24	100.0	0.99	1.09
cluster_255#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	9.1e-27	100.0	0.96	0.75
cluster_260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	112	1.2e-27	88.9	0.96	0.77
cluster_260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	6.2e-25	100.0	1.0	1.09
cluster_260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	125	7e-63	69.9	0.99	1.19
cluster_260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.9e-67	100.0	1.0	1.51
cluster_260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.3e-138	100.0	0.99	1.48
cluster_260#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	2.9e-23	100.0	0.97	0.99
cluster_264#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	3.6e-20	95.6	0.97	0.72
cluster_264#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	2.1e-23	100.0	0.98	1.11
cluster_264#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	4.5e-83	100.0	0.97	1.38
cluster_264#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.6e-111	100.0	0.99	1.42
cluster_264#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	6.7e-47	100.0	0.97	1.2
cluster_265#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	4.2e-20	100.0	0.96	0.86
cluster_265#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	2.8e-156	100.0	1.0	1.66
cluster_265#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.9e-69	100.0	1.0	1.55
cluster_265#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.1e-94	100.0	1.0	1.78
cluster_265#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.7e-26	100.0	1.0	1.15
cluster_265#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.4e-34	100.0	0.98	0.96
cluster_266#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	7e-21	100.0	0.96	0.89
cluster_266#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.7e-154	100.0	1.0	1.65
cluster_266#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.1e-65	100.0	1.0	1.47
cluster_266#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	8.6e-95	100.0	1.0	1.79
cluster_266#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	8.5e-24	100.0	1.0	1.04
cluster_266#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	1.9e-29	100.0	1.0	0.82
cluster_267#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	2e-30	100.0	1.0	0.85
cluster_267#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	39	1.6e-09	50.0	0.96	0.43
cluster_267#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.5e-92	100.0	1.0	1.74
cluster_267#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	5.6e-66	100.0	1.0	1.48
cluster_267#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	3.9e-153	100.0	1.0	1.63
cluster_267#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.1e-20	100.0	0.96	0.89
cluster_268#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.4e-18	100.0	0.97	0.8
cluster_268#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.4e-141	100.0	0.99	1.51
cluster_268#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.6e-62	100.0	0.98	1.4
cluster_268#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1e-91	100.0	1.0	1.73
cluster_268#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-27	100.0	1.0	1.21
cluster_268#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	1.8e-20	82.9	0.79	0.58
cluster_270#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-RH	127	8.2e-72	100.0	1.0	1.83
cluster_270#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-RT	256	2e-143	100.0	0.99	1.84
cluster_270#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-INT	200	4.2e-109	100.0	1.0	1.78
cluster_270#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-PROT	74	1.5e-36	100.0	0.99	1.6
cluster_270#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-GAG	91	8.8e-38	98.9	0.98	1.35
cluster_278#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	305	2.4e-151	98.1	0.99	1.61
cluster_278#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	142	9.2e-68	97.9	1.0	1.52
cluster_278#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	1.8e-96	100.0	1.0	1.82
cluster_278#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	4.4e-37	100.0	1.0	1.6
cluster_278#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	4.9e-49	100.0	1.0	1.23
cluster_279#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	1.3e-21	95.6	0.97	0.77
cluster_279#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.2e-20	100.0	0.99	0.98
cluster_279#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	1.8e-78	100.0	0.97	1.3
cluster_279#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.1e-106	100.0	0.99	1.36
cluster_279#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.3e-51	100.0	0.98	1.32
cluster_280#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.8e-19	98.7	0.95	0.83
cluster_280#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	161	3.2e-71	51.9	0.99	0.76
cluster_280#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.2e-63	100.0	1.0	1.43
cluster_280#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.1e-91	100.0	1.0	1.72
cluster_280#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.4e-25	100.0	1.0	1.1
cluster_280#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	1.9e-31	100.0	1.0	0.88
cluster_283#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	6.2e-62	100.0	1.0	1.59
cluster_283#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	2.7e-132	100.0	1.0	1.67
cluster_283#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	4.8e-101	100.0	1.0	1.67
cluster_283#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	6.4e-33	100.0	1.0	1.48
cluster_283#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	2.5e-29	100.0	0.99	1.05
cluster_288#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.1e-55	100.0	1.0	1.42
cluster_288#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	9.6e-115	100.0	0.98	1.46
cluster_288#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	5.5e-80	100.0	0.96	1.33
cluster_288#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	3.1e-15	100.0	0.98	0.73
cluster_288#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	112	6.7e-23	94.5	0.96	0.82
cluster_289#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	2.8e-50	100.0	1.0	1.26
cluster_289#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	4.3e-35	100.0	1.0	1.51
cluster_289#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	1.8e-96	100.0	1.0	1.82
cluster_289#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	7e-72	100.0	1.0	1.61
cluster_289#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	229	2.3e-107	74.4	0.99	1.14
cluster_291#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	1.5e-22	95.6	0.95	0.8
cluster_291#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	9.2e-22	100.0	0.99	1.03
cluster_291#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	5.7e-84	100.0	0.97	1.39
cluster_291#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.1e-111	100.0	0.99	1.42
cluster_291#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.5e-50	100.0	0.97	1.28
cluster_293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	1.1e-22	95.6	0.97	0.81
cluster_293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	4.5e-21	100.0	0.99	1.0
cluster_293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	5.9e-82	100.0	0.98	1.36
cluster_293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	238	3.6e-95	91.4	0.97	1.21
cluster_293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.3e-52	100.0	0.98	1.33
cluster_294#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.8e-56	100.0	1.0	1.44
cluster_294#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.6e-110	100.0	0.98	1.41
cluster_294#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	6.7e-79	100.0	0.95	1.31
cluster_294#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	8.4e-19	98.6	0.97	0.89
cluster_294#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	97	2e-21	83.5	0.96	0.76
cluster_295#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	7.5e-21	95.6	0.97	0.74
cluster_295#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.4e-22	100.0	0.99	1.05
cluster_295#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	1.9e-82	100.0	0.97	1.37
cluster_295#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.8e-111	100.0	0.99	1.42
cluster_295#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1e-54	100.0	0.99	1.4
cluster_297#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	8.5e-23	100.0	0.96	0.64
