#id	length	evalue	coverge	probability	score
ATCOPIA5|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.2e-36	99.2	0.98	0.92
ATCOPIA50|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	89	3.3e-19	97.8	0.98	0.69
ATCOPIA50|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	3.5e-17	100.0	0.99	0.78
ATCOPIA50|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	2.8e-45	100.0	0.99	0.75
ATCOPIA50|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	7.4e-65	99.6	0.99	0.82
ATCOPIA50|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	1e-32	100.0	0.97	0.84
ATCOPIA51|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	3.8e-20	95.6	0.97	0.72
ATCOPIA51|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	4.2e-15	100.0	0.98	0.72
ATCOPIA51|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	121	2.7e-31	53.3	0.97	0.52
ATCOPIA51|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	173	6.1e-56	63.0	0.96	0.71
ATCOPIA51|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	4.8e-41	100.0	0.99	1.05
ATCOPIA52|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	4.6e-16	95.6	0.96	0.57
ATCOPIA52|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	9.6e-17	100.0	0.97	0.8
ATCOPIA52|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	5.8e-46	100.0	0.96	0.76
ATCOPIA52|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	7.8e-94	98.8	0.98	1.2
ATCOPIA52|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3e-40	96.1	0.97	1.03
ATCOPIA53|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	118	1.8e-11	70.3	0.87	0.41
ATCOPIA53|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	2.6e-15	100.0	0.97	0.73
ATCOPIA53|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	192	1.7e-64	100.0	0.95	1.07
ATCOPIA53|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	6e-109	100.0	0.97	1.39
ATCOPIA53|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	54	2.8e-19	40.9	0.97	0.5
ATCOPIA54|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	57	2.8e-14	60.2	0.96	0.5
ATCOPIA54|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	59	1.3e-19	73.2	0.93	0.9
ATCOPIA54|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	66	4.8e-19	31.0	0.95	0.31
ATCOPIA54|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	181	2.9e-65	69.3	0.95	0.83
ATCOPIA54|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	110	1.2e-30	83.5	0.94	0.79
ATCOPIA55|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	1e-24	95.6	0.97	0.88
ATCOPIA55|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	6.1e-22	100.0	0.99	1.04
ATCOPIA55|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	2.1e-77	100.0	0.97	1.28
ATCOPIA55|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.5e-110	100.0	0.99	1.4
ATCOPIA55|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.2e-30	100.0	0.98	0.79
ATCOPIA56|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	5.8e-34	100.0	0.99	1.22
ATCOPIA56|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	2e-34	100.0	1.0	1.55
ATCOPIA56|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	8e-97	100.0	1.0	1.6
ATCOPIA56|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	8.6e-128	100.0	1.0	1.61
ATCOPIA56|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	1.5e-58	100.0	1.0	1.51
ATCOPIA57|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	82	1.5e-17	75.3	0.96	0.61
ATCOPIA57|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	3.6e-23	100.0	0.99	1.06
ATCOPIA58|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	1.3e-34	100.0	0.99	1.2
ATCOPIA58|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	68	3.7e-27	100.0	1.0	1.3
ATCOPIA58|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	88	4.8e-23	27.0	0.9	0.29
ATCOPIA58|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	92	7.6e-32	62.7	0.95	0.82
ATCOPIA59|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	87	1.1e-21	94.4	0.98	0.78
ATCOPIA59|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	66	5.8e-16	66.7	0.9	0.73
ATCOPIA59|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	185	5.4e-78	91.4	0.95	1.29
ATCOPIA59|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	4.1e-118	100.0	1.0	1.49
ATCOPIA59|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	3.7e-53	100.0	0.98	1.37
ATCOPIA60|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.1e-106	100.0	0.99	1.35
ATCOPIA60|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.4e-46	100.0	0.97	1.19
ATCOPIA61|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	108	4.4e-18	94.5	0.97	0.65
ATCOPIA61|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	7.7e-23	100.0	0.98	1.08
ATCOPIA61|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	9e-64	100.0	0.94	1.06
ATCOPIA61|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	185	3e-79	67.7	0.95	1.01
ATCOPIA61|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	70	2.6e-24	44.1	0.96	0.62
ATCOPIA62|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	108	8.8e-23	95.6	0.95	0.81
ATCOPIA62|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.3e-22	100.0	0.98	1.07
ATCOPIA62|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	2.5e-77	100.0	0.95	1.28
ATCOPIA62|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	8.6e-113	100.0	0.97	1.44
ATCOPIA62|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	126	4.3e-25	92.1	0.95	0.64
ATCOPIA63|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.8e-34	100.0	0.99	1.19
ATCOPIA63|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	1.5e-24	100.0	1.0	1.12
ATCOPIA63|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	8.9e-93	100.0	1.0	1.51
ATCOPIA63|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	4.8e-123	100.0	0.99	1.57
ATCOPIA63|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	7.1e-55	100.0	0.99	1.4
ATCOPIA64|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	90	8.3e-08	73.1	0.85	0.28
ATCOPIA64|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.1e-24	100.0	0.98	1.13
ATCOPIA64|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	2.7e-48	100.0	0.99	0.79
ATCOPIA64|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	162	1.4e-53	59.9	0.97	0.68
ATCOPIA64|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	123	1.2e-29	92.9	0.98	0.76
ATCOPIA65|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	39	1.1e-05	46.5	0.94	0.27
ATCOPIA65|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	170	6.4e-46	77.5	0.95	0.75
ATCOPIA65|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	204	9.3e-48	76.7	0.98	0.61
ATCOPIA65|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	6e-19	99.2	0.96	0.49
ATCOPIA65A|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	74	3.4e-11	50.4	0.89	0.29
ATCOPIA66|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	3.4e-30	100.0	0.98	1.08
ATCOPIA66|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	1.9e-21	100.0	0.99	0.97
ATCOPIA66|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	182	2.7e-80	88.8	0.98	1.33
ATCOPIA66|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	140	7.6e-46	51.9	0.99	0.58
ATCOPIA66|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	117	4.7e-51	90.5	0.99	1.31
ATCOPIA67|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	9.2e-11	95.6	0.96	0.39
ATCOPIA67|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	7.6e-25	100.0	0.99	1.17
ATCOPIA67|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	9e-67	100.0	0.99	0.85
ATCOPIA67|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	65	2.3e-14	46.5	0.97	0.37
ATCOPIA68|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	89	6.2e-18	97.8	0.98	0.65
ATCOPIA68|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	71	1e-23	93.1	0.98	1.07
ATCOPIA68|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	136	3.1e-22	60.9	0.96	0.37
ATCOPIA68|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	1.2e-73	100.0	0.99	0.93
ATCOPIA68|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	105	4.1e-26	73.0	0.97	0.67
ATCOPIA69|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	97	4.2e-11	100.0	0.86	0.4
ATCOPIA69|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	1.6e-28	100.0	1.0	1.28
ATCOPIA69|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	6.6e-90	100.0	1.0	1.49
ATCOPIA69|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	192	1.8e-82	73.8	0.99	1.04
ATCOPIA69|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	61	2.1e-24	46.8	0.96	0.63
ATCOPIA7|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	9.6e-18	94.5	0.95	0.63
ATCOPIA7|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.6e-22	100.0	0.99	1.05
ATCOPIA7|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	1.5e-76	100.0	0.97	1.27
ATCOPIA7|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.4e-110	100.0	0.99	1.41
ATCOPIA7|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.2e-51	100.0	0.98	1.3
ATCOPIA70|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	88	4.9e-17	79.1	0.92	0.61
ATCOPIA70|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	64	1.5e-09	92.8	0.94	0.46
ATCOPIA70|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	111	2.8e-44	56.3	0.98	0.73
ATCOPIA70|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	239	1.2e-85	89.5	0.97	1.09
ATCOPIA70|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	115	6.6e-26	85.0	0.95	0.67
ATCOPIA71|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	111	6.5e-24	95.6	0.97	0.85
ATCOPIA71|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.6e-22	100.0	0.99	1.07
ATCOPIA71|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.7e-67	100.0	0.95	1.12
ATCOPIA71|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	242	2.7e-93	93.0	0.95	1.19
ATCOPIA72|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	108	3.3e-24	95.6	0.95	0.86
ATCOPIA72|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.3e-19	100.0	0.97	0.93
ATCOPIA72|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.6e-77	100.0	0.96	1.28
ATCOPIA72|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	1.1e-109	100.0	0.97	1.4
ATCOPIA72|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	126	3.4e-57	100.0	1.0	1.46
ATCOPIA73|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	108	4.2e-19	95.6	0.92	0.68
ATCOPIA73|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	8.8e-19	100.0	0.97	0.89
ATCOPIA73|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	9.6e-76	100.0	0.96	1.26
ATCOPIA73|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	6.2e-98	98.8	0.97	1.25
ATCOPIA73|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.2e-43	100.0	0.98	1.11
ATCOPIA74|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	93	1.4e-06	93.3	0.79	0.24
ATCOPIA74|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	4.2e-34	100.0	1.0	1.53
ATCOPIA74|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	108	6.9e-39	51.8	0.98	0.64
ATCOPIA74|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	92	1.1e-33	33.8	0.97	0.42
ATCOPIA74|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	9e-60	100.0	1.0	1.54
ATCOPIA75|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	109	1.4e-10	85.7	0.88	0.38
ATCOPIA75|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	4.9e-14	97.1	0.95	0.67
ATCOPIA75|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	133	4.2e-45	66.5	0.97	0.75
ATCOPIA75|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	134	1.2e-45	50.6	0.97	0.58
ATCOPIA75|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	112	9.3e-33	83.5	0.96	0.84
ATCOPIA76|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	3.1e-33	100.0	0.99	1.49
ATCOPIA76|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	199	8.5e-79	100.0	0.97	1.31
ATCOPIA76|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	4.3e-124	100.0	1.0	1.56
ATCOPIA76|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	3.1e-55	100.0	1.0	1.42
ATCOPIA76|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	5.3e-32	100.0	0.99	1.15
ATCOPIA77|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	130	5.1e-17	62.4	0.95	0.28
ATCOPIA77|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	258	5.3e-47	82.5	0.89	0.6
ATCOPIA77|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	82	4.7e-13	55.9	0.94	0.34
ATCOPIA78|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.6e-35	100.0	0.99	1.23
ATCOPIA78|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	2.2e-34	100.0	1.0	1.56
ATCOPIA78|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	151	7.4e-45	69.0	0.91	0.73
ATCOPIA78|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	202	1.5e-88	73.2	0.94	1.13
ATCOPIA78|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	116	6.6e-40	78.0	0.88	1.02
ATCOPIA79|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	2.3e-16	94.5	0.96	0.58
ATCOPIA79|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	7.1e-17	95.7	0.94	0.8
ATCOPIA79|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	177	3.4e-52	82.2	0.98	0.87
ATCOPIA79|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	4.7e-67	100.0	0.98	0.85
ATCOPIA79|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.1e-37	99.2	0.98	0.96
ATCOPIA80|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	70	0.00021	68.1	0.95	0.16
ATCOPIA80|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	56	6.9e-13	75.4	0.96	0.62
ATCOPIA80|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	90	4.5e-30	46.2	0.98	0.5
ATCOPIA80|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	79	1.1e-24	29.2	0.96	0.31
ATCOPIA80|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	87	2.5e-25	63.0	0.96	0.65
ATCOPIA81|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	2.1e-15	69.2	0.96	0.55
ATCOPIA81|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.7e-15	100.0	0.98	0.74
ATCOPIA81|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.2e-79	100.0	0.95	1.32
ATCOPIA81|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	2.3e-104	100.0	0.97	1.33
ATCOPIA81|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	120	1.5e-42	87.4	0.95	1.09
ATCOPIA82|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	92	1.7e-22	92.3	0.96	0.8
ATCOPIA82|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	5e-23	100.0	0.99	1.09
ATCOPIA82|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	1.5e-77	100.0	0.96	1.29
ATCOPIA82|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	95	1.8e-26	35.8	0.98	0.34
ATCOPIA82|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	124	4.1e-06	87.4	0.9	0.16
ATCOPIA83|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	102	9e-24	92.3	0.96	0.85
ATCOPIA83|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.8e-17	100.0	0.98	0.83
ATCOPIA83|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	1.8e-80	100.0	0.95	1.33
ATCOPIA83|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.1e-106	100.0	0.97	1.36
ATCOPIA83|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.7e-51	100.0	0.99	1.3
ATCOPIA84|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	64	1.7e-05	41.8	0.85	0.2
ATCOPIA84|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.6e-19	100.0	0.99	0.91
ATCOPIA84|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	187	2.6e-49	100.0	0.92	0.82
ATCOPIA84|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	204	7.9e-79	79.0	0.98	1.0
ATCOPIA84|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.6e-37	100.0	0.98	0.96
ATCOPIA85|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	6.8e-25	100.0	0.99	1.18
ATCOPIA85|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	192	1.5e-78	100.0	0.95	1.3
ATCOPIA85|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	4e-90	99.2	0.94	1.15
ATCOPIA85|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	126	1.2e-36	93.7	0.93	0.94
ATCOPIA86|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	3.4e-22	95.6	0.97	0.79
ATCOPIA86|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3e-23	100.0	0.99	1.1
ATCOPIA86|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	123	2.9e-33	46.7	0.92	0.55
ATCOPIA86|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	5.8e-98	100.0	0.99	1.25
ATCOPIA86|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.3e-47	100.0	0.97	1.21
ATCOPIA87|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	6.7e-27	100.0	0.99	0.97
ATCOPIA87|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	1.6e-27	100.0	1.0	1.24
ATCOPIA87|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	78	1.9e-08	35.0	0.93	0.14
ATCOPIA87|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	86	1.4e-15	31.5	0.96	0.2
ATCOPIA87|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	87	1.3e-05	50.0	0.89	0.15
ATCOPIA88|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	104	8.4e-18	76.9	0.92	0.64
ATCOPIA88|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	2.4e-11	98.6	0.97	0.54
ATCOPIA88|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	158	4.7e-41	59.9	0.9	0.68
ATCOPIA88|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	105	1.3e-34	38.1	0.89	0.44
ATCOPIA88|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	64	3e-18	48.0	0.95	0.47
ATCOPIA89|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	113	4.6e-24	94.5	0.91	0.86
ATCOPIA89|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	3.1e-17	100.0	0.97	0.82
ATCOPIA89|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	9.7e-74	100.0	0.96	1.22
ATCOPIA89|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	2.5e-106	100.0	0.97	1.35
ATCOPIA89|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.2e-52	99.2	0.97	1.35
ATCOPIA8A|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	0.0002	100.0	0.98	0.22
ATCOPIA8A|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	1.1e-84	100.0	0.97	1.4
ATCOPIA8A|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.5e-97	100.0	0.99	1.24
ATCOPIA8A|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	101	2.2e-35	74.0	0.96	0.91
ATCOPIA8B|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	8.7e-52	100.0	0.97	1.32
ATCOPIA8B|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	97	8.6e-06	76.9	0.86	0.21
ATCOPIA8B|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	7.9e-12	95.7	0.96	0.57
ATCOPIA8B|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	131	1.5e-27	63.5	0.94	0.46
ATCOPIA8B|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	4.2e-69	100.0	0.99	0.88
ATCOPIA9|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	94	2.8e-16	93.4	0.9	0.58
ATCOPIA9|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	1e-17	94.2	0.97	0.84
ATCOPIA9|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	3.3e-74	100.0	0.97	1.23
ATCOPIA9|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.8e-112	100.0	0.99	1.43
ATCOPIA9|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.3e-49	100.0	0.97	1.26
ATCOPIA90|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	111	2.1e-09	95.6	0.95	0.34
ATCOPIA90|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	4.3e-23	98.6	0.98	1.09
ATCOPIA90|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	3.7e-71	100.0	0.95	1.18
ATCOPIA90|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	4.1e-59	99.2	0.94	0.75
ATCOPIA90|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	136	5.8e-25	83.5	0.91	0.64
ATCOPIA91|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	82	5.5e-11	59.3	0.92	0.4
ATCOPIA91|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.8e-22	98.6	0.98	1.06
ATCOPIA91|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	185	3.7e-66	88.8	0.93	1.1
ATCOPIA91|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	259	1.4e-97	100.0	0.97	1.24
ATCOPIA91|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2e-54	100.0	1.0	1.39
ATCOPIA92|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	3e-11	94.5	0.97	0.41
ATCOPIA92|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	4e-18	98.6	0.97	0.86
ATCOPIA92|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	149	2.7e-50	76.6	0.97	0.83
ATCOPIA92|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.7e-94	99.6	0.99	1.2
ATCOPIA92|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	9.3e-44	100.0	0.99	1.12
ATCOPIA93|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	102	9.2e-13	89.0	0.89	0.46
ATCOPIA93|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	48	9.6e-05	62.3	0.92	0.24
ATCOPIA93|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	103	1.1e-22	45.7	0.95	0.38
ATCOPIA93|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.9e-104	100.0	0.98	1.33
ATCOPIA93|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.2e-46	100.0	0.99	1.19
ATCOPIA94|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	112	2.9e-23	94.5	0.97	0.83
ATCOPIA94|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	5.9e-14	100.0	0.97	0.67
ATCOPIA94|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	6.8e-64	100.0	0.96	1.06
ATCOPIA94|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	6.3e-89	100.0	0.97	1.13
ATCOPIA94|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	9.4e-52	100.0	1.0	1.32
ATCOPIA95|Class_I/LTR/Ty1_copia/TAR:Ty1-PROT	70	1.2e-27	91.8	0.99	1.23
ATCOPIA95|Class_I/LTR/Ty1_copia/TAR:Ty1-RH	84	1.1e-38	62.0	0.99	0.98
