#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00002661_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00002663_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00002673_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00002683_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00002697_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002710_LTR#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00002713_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002722_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002728_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00002795_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002804_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00002812_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00002836_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002838_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002858_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002892_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00002928_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00002934_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003031_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003200_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00003235_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003282_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00003293_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003337_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003347_LTR#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00003350_LTR#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00003360_LTR#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00003382_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003386_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003399_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003415_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00003443_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003459_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003482_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003488_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003560_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00003567_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003630_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003660_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003665_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003672_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003714_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003814_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003819_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003840_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003883_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003900_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00003931_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00003946_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003978_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003987_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003990_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00004014_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00004022_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00004042_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004069_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004087_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004164_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004236_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
cluster_1049#LTR/unknown	LTR	Copia	unknown	none	?	none
cluster_1113#LTR/unknown	LTR	Copia	unknown	none	?	none
cluster_177#LTR/unknown	LTR	Gypsy	unknown	none	?	none
cluster_205#LTR/unknown	LTR	Gypsy	unknown	none	?	none
cluster_272#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00003053#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_1032#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
cluster_1165#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_1200#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_1257#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_348#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_357#DNA/DTC	TIR	Ginger	unknown	unknown	+	TPase|Ginger
cluster_359#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_397#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_398#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
cluster_459#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_460#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_465#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_476#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_485#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_498#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_515#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_526#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_531#DNA/DTC	TIR	CMC	unknown	unknown	+	TPase|CMC
cluster_540#DNA/DTC	TIR	CMC	unknown	unknown	+	TPase|CMC
cluster_558#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_563#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_588#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_590#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_598#DNA/DTC	TIR	CMC	unknown	unknown	+	TPase|CMC
cluster_602#DNA/DTC	TIR	CMC	unknown	unknown	-	TPase|CMC
cluster_614#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_616#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_619#DNA/DTM	TIR	Ginger	unknown	unknown	-	TPase|Ginger
cluster_623#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_628#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_632#DNA/DTH	TIR	Ginger	unknown	unknown	-	TPase|Ginger
cluster_640#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_646#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_648#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_654#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_655#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_660#DNA/DTH	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
cluster_670#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_677#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_678#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_680#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_682#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_698#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_714#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_715#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_727#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_737#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_739#DNA/DTM	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_748#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_752#DNA/DTC	TIR	CMC	unknown	unknown	-	TPase|CMC
cluster_756#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_761#DNA/DTC	TIR	CMC	unknown	unknown	+	TPase|CMC
cluster_763#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_772#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_783#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_786#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_793#DNA/DTT	TIR	Tc1_mariner	unknown	unknown	+	TPase|Tc1_mariner
cluster_794#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_796#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_807#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_809#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_816#DNA/DTC	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_912#DNA/DTC	TIR	CMC	unknown	unknown	-	TPase|CMC
cluster_933#DNA/DTH	TIR	Ginger	unknown	unknown	-	TPase|Ginger
cluster_937#DNA/DTC	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
cluster_943#DNA/DTH	TIR	Ginger	unknown	unknown	-	TPase|Ginger
TE_00000448#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00000803#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001276#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001538#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001546#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001643#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001658#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00001712#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001801#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001873#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00001938#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002099#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00002108#DNA/DTC	TIR	CMC	unknown	none	?	none
TE_00002196#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002675#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00002685#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002704#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002876#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00002883#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002982#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00002985#DNA/DTH	TIR	Ginger	unknown	none	?	none
TE_00002990#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00003051#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00003099#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00003104#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00003125#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00003135#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00003492#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00003596#DNA/DTT	TIR	Tc1_mariner	unknown	none	?	none
TE_00004081#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00004115#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00004202#DNA/DTC	TIR	MULE	unknown	none	?	none
cluster_1083#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1219#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1236#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1269#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_1265#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1268#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1321#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_1341#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1334#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_1344#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1351#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_1358#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_989#DNA/DTM	TIR	MULE	unknown	none	?	none
ARNOLD1	TIR	MULE	unknown	unknown	+	TPase|MULE
ARNOLD2	TIR	MULE	unknown	unknown	+	TPase|MULE
ARNOLD3	TIR	MULE	unknown	unknown	+	TPase|MULE
ARNOLD4	TIR	MULE	unknown	unknown	+	TPase|MULE
ATENSPM10	TIR	CMC	unknown	unknown	+	TPase|CMC
ATENSPM11	TIR	CMC	unknown	unknown	+	TPase|CMC
ATENSPM2	TIR	CMC	unknown	unknown	+	TPase|CMC
ATENSPM3	TIR	CMC	unknown	unknown	+	TPase|CMC
ATENSPM5	TIR	CMC	unknown	unknown	+	TPase|CMC
ATENSPM6	TIR	CMC	unknown	unknown	+	TPase|CMC
ATENSPM7	TIR	CMC	unknown	unknown	+	TPase|CMC
ATENSPM9	TIR	CMC	unknown	unknown	+	TPase|CMC
ATHAT1	TIR	hAT	unknown	unknown	+	TPase|hAT
ATHAT10	TIR	hAT	unknown	unknown	+	TPase|hAT
ATHAT2	TIR	hAT	unknown	unknown	+	TPase|hAT
ATHAT7	TIR	hAT	unknown	unknown	+	TPase|hAT
ATHPOGO	TIR	Tc1_mariner	unknown	unknown	+	TPase|Tc1_mariner
ATIS112A	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
ATMU1	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU10	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU11	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU2	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU3	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU4	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU5	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU6	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU7	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU8	TIR	MULE	unknown	unknown	+	TPase|MULE
ATMU9	TIR	MULE	unknown	unknown	+	TPase|MULE
HARBINGER	TIR	PIF_Harbinger	unknown	unknown	+	TPase|PIF_Harbinger
TAG2	TIR	hAT	unknown	unknown	+	TPase|hAT
VANDAL1	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL10	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL11	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL13	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL14	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL15	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL16	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL17	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL18	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL2	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL20	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL21	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL22	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL3	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL4	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL5	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL5A	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL6	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL7	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL8	TIR	MULE	unknown	unknown	+	TPase|MULE
VANDAL9	TIR	MULE	unknown	unknown	+	TPase|MULE
ATDNATA1	TIR	MULE	unknown	none	?	none
HELITRON1	Helitron	unknown	unknown	unknown	+	HEL2|Helitron
HELITRON2	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
HELITRON3	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
HELITRON4	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
HELITRON5	Helitron	unknown	unknown	unknown	+	HEL1|Helitron HEL2|Helitron
ATLINE1A	LINE	L1	unknown	unknown	+	RT|L1
ATLINE1_1	LINE	L1	unknown	unknown	+	RT|L1
ATLINE1_2	LINE	L1	unknown	unknown	+	RT|L1
ATLINE1_5	LINE	L1	unknown	unknown	+	RT|L1
ATLINE1_6	LINE	L1	unknown	unknown	+	RT|L1
ATLINE2	LINE	L1	unknown	unknown	+	RT|L1
ATCOPIA1	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA10	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA11	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA12	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA13	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA14	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA15	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA16	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA17	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA18	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
ATCOPIA18A	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA19	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA2	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA20	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA21	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA22	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA23	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA24	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA25	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA26	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA27	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
ATCOPIA28	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
ATCOPIA29	LTR	Copia	Bianca	no	+	GAG|Bianca PROT|Bianca INT|Bianca
ATCOPIA3	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA30	LTR	Copia	Bianca	no	+	RT|Bianca RH|Bianca
ATCOPIA31	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA31A	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA32	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA32B	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA33	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA34	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA35	LTR	Copia	Ivana	no	+	RH|Ivana PROT|Ivana INT|Ivana RT|Ivana GAG|Ivana
ATCOPIA36	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA37	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA38	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA38A	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA38B	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA39	LTR	Copia	Ivana	no	+	PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA4	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA40	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA41	LTR	Copia	SIRE	no	+	RT|SIRE GAG|SIRE PROT|SIRE RH|SIRE
ATCOPIA42	LTR	Copia	SIRE	no	+	GAG|SIRE RH|SIRE
ATCOPIA43	LTR	Copia	SIRE	yes	+	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
ATCOPIA44	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA45	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA46	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA47	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA48	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA49	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA5	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA50	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA51	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA52	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA53	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA54	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA55	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA56	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA57	LTR	Copia	Ivana	no	+	GAG|Ivana PROT|Ivana
ATCOPIA58	LTR	Copia	SIRE	no	+	GAG|SIRE PROT|SIRE RT|SIRE RH|SIRE
ATCOPIA59	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA60	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
ATCOPIA61	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA62	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA63	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA64	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA65	LTR	Copia	Ivana	no	+	PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA65A	LTR	Copia	Ivana	no	+	RH|Ivana
ATCOPIA66	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA67	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale RT|Ale RH|Ale
ATCOPIA68	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA69	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA7	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA70	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA71	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale RT|Ale
ATCOPIA72	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA73	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA74	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
ATCOPIA75	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA76	LTR	Copia	Tork	no	+	PROT|Tork INT|Tork RT|Tork RH|Tork GAG|Tork
ATCOPIA77	LTR	Copia	Ale	no	+	INT|Ale RT|Ale RH|Ale
ATCOPIA78	LTR	Copia	Ivana	yes	+	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
ATCOPIA79	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA80	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA81	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA82	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA83	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA84	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
ATCOPIA85	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
